131.654, 112.89, 1155.21, 2446, 2233.6, 1596.6, 1149.61, 766.316, 547.365, 461.052, 255.392, 1724.11, 2797.02, 3268.19, 2685.66, 1870.05, 1128.42, 570.002, 320.408, 171.428
114.815, 66.8374, 107.161, 76.0085, 109.973, 124.215, 62.4254, 133.873, 36.1188, 128.659, 85.4466, 68.4322, 124.475, 42.7168, 61.2414, 104.101, 125.404, 390.608, 5675.67, 12215.3
101.014, 82.5411, 139.312, 234.72, 847.865, 5873.15, 14097.4, 22244.5, 28767.7, 32070.4, 36444, 35879.5, 35063.4, 37791.4, 44463.6, 51822.6, 62555.5, 70127.2, 73646.5, 72012.6
82.1229, 109.52, 260.554, 308.948, 465.339, 479.852, 392.066, 527.369, 5106.36, 9178.15, 10040.8, 8498.38, 6483.15, 4277.59, 2878.16, 1654.54, 1329.29, 1047.29, 745.933, 434.245
92.6339, 91.5805, 62.6976, 96.6726, 160.242, 40.4564, 98.4263, 96.3958, 194.79, 1175.27, 2293.81, 2357.87, 1819.39, 1610, 941.589, 790.928, 513.731, 462.951, 587.208, 700.78
68.9236, 71.8919, 84.2728, 71.3749, 76.9257, 56.8835, 123.48, 67.1455, 243.477, 299.167, 211.565, 105.138, 226.217, 315.992, 242.968, 383.934, 294.363, 149.09, 266.898, 86.4365
77.2984, 136.683, 38.3725, 8.1113, 54.9643, 136.091, 225.375, 181.526, 115.661, 217.073, 321.586, 587.071, 669.765, 718.645, 1083.9, 1728.33, 1444.25, 1135.39, 929.494, 764.255
149.705, 161.848, 107.273, 170.416, 426.323, 2244.43, 2526.24, 2300.43, 2075.37, 1793.65, 4329.27, 12282.9, 19690.7, 27618.4, 37377.7, 51156.5, 61013.3, 64334.4, 64217.5, 62414.2
55.6275, 131.178, 60.2176, 101.616, 114.282, 44.6944, 213.424, 400.827, 493.464, 346.403, 3838.36, 8163.54, 8823.49, 7627.74, 6078.62, 4529.03, 3363.16, 2518.17, 1520.29, 1364.91
113.205, 81.365, 82.9455, 149.258, 266.509, 209.181, 326.703, 421.598, 446.923, 228.421, 185.616, 112.896, 170.061, 1037.66, 5631.54, 13370.7, 22096.1, 27244.7, 32444.4, 34455.3
31.5918, 319.14, 351.205, 284.539, 164.287, 336.82, 424.952, 429.014, 452.242, 430.344, 554.668, 494.3, 308.911, 303.684, 297.471, 399.67, 600.58, 492.188, 321.715, 65.5164
36.4749, 40.2738, 169.413, 162.779, 191.643, 37.965, 256.905, 264.893, 226.237, 160.572, 171.891, 282.466, 156.998, 81.2203, 109.632, 123.335, 158.129, 59.4355, 29.3849, 106.449
94.3802, 106.346, 88.1329, 39.5173, 77.7007, 52.9689, 2180.45, 3595.02, 3851.81, 3306.68, 2363.48, 1800.58, 1522.84, 1560.34, 1371.94, 1085.49, 812.1, 539.574, 468.836, 228.11
28.6189, 156.074, 377.93, 376.909, 339.211, 395.326, 295.128, 226.388, 84.4724, 176.711, 104.453, 109.587, 1011.21, 5481.22, 14556.5, 24300.1, 27382.3, 25089.7, 19972.6, 15835.9
57.7351, 67.6704, 48.9124, 80.3936, 20.2587, 175.325, 222.231, 213.246, 89.2679, 93.5553, 113.795, 99.7275, 205.802, 209.015, 137.63, 100.193, 178.611, 196.639, 232.285, 172.01
91.4099, 178.513, 141.531, 34.1702, 94.4511, 127.068, 243.006, 552.927, 578.909, 669.088, 517.5, 265.393, 203.026, 123.459, 70.5534, 300.549, 450.086, 532.151, 292.702, 323.79
109.052, 60.155, 109.682, 65.0678, -4.13943, -36.7832, 21.7736, 34.6213, 111.673, 3.11006, 236.068, 216.386, 482.622, 541.962, 435.65, 315.778, 250.479, 116.589, 276.958, 248.066
145.852, 14.3537, 102.541, 45.5564, 49.9538, 101, 85.9809, 55.7408, 91.0817, 50.7928, 1538.11, 4917.31, 6034.57, 5492.32, 4453.93, 3476.06, 2629.19, 1705.55, 1039.19, 689.915
59.4995, 61.8381, 93.2867, 139.457, 81.9959, 122.027, 83.5876, 124.322, 423.47, 495.382, 322.81, 289.143, 227.192, 195.997, 136.316, 186.104, 124.176, 3000.13, 10013.2, 18385
103.778, 101.073, 64.9697, 1332.98, 3662.93, 3686.49, 3661.49, 2866.13, 2394.43, 1865.38, 966.292, 647.745, 523.43, 405.919, 208.283, 228.194, 152.992, 109.946, 139.715, 70.3808
70.9201, 145.074, 187.809, 107.992, 118.647, 72.4654, 84.8491, 28.9509, 133.357, 83.6463, 12.977, 96.1625, 170.881, 295.239, 294.268, 121.438, 470.187, 325.227, 270.131, 175.591
